"japanese_word","hiragana","meaning","part_of_speech","jlpt_level","frequency","pitch_accent","te_form","ta_form","nai_form","masu_form","example_sentence","example_translation","synonyms","antonyms","nuance","kanji_info","additional_examples","compounds"
"ここ","ここ","bu yer, bu joy","olmosh","N5","Top 100","⓪","","","","","ここは食堂です。(ここはしょくどうです。)","Bu yer — oshxona.","こちら","あそこ","こ・そ・あ・ど tizimining joy shakli: 「ここ」 so'zlovchi turgan joy. 2-darsdagi 「これ」 buyumni, 「ここ」 esa joyni ko'rsatadi.","[]","[{""sentence"":""ここはどこですか。(ここはどこですか。)"",""translation"":""Bu yer qayer?""},{""sentence"":""ここで待ってください。(ここでまってください。)"",""translation"":""Shu yerda kuting.""}]","[{""word"":""ここら"",""hiragana"":""ここら"",""meaning"":""shu atrof, shu yaqin""}]"
"そこ","そこ","u yer, o'sha joy (tinglovchiga yaqin)","olmosh","N5","Top 500","⓪","","","","","そこは会議室です。(そこはかいぎしつです。)","U yer — majlislar zali.","そちら","ここ","Tinglovchiga yaqin joy. Telefonda suhbatdosh turgan joyni ham 「そちら」／「そこ」 deb aytiladi.","[]","[{""sentence"":""そこに座ってください。(そこにすわってください。)"",""translation"":""O'sha yerga o'tiring.""},{""sentence"":""そこは何階ですか。(そこはなんがいですか。)"",""translation"":""U yer nechanchi qavat?""}]","[]"
"あそこ","あそこ","ana u yer, ana u joy (ikkalasidan ham uzoq)","olmosh","N5","Top 1000","⓪","","","","","あそこはトイレです。(あそこはといれです。)","Ana u yer — hojatxona.","あちら","ここ","Diqqat: qolgan shakllar こ・そ・あ・ど qolipiga to'liq mos tushadi, lekin bu so'z 「あこ」 emas, 「あそこ」 — istisno shakl.","[]","[{""sentence"":""エレベーターはあそこです。(えれべーたーはあそこです。)"",""translation"":""Lift ana u yerda.""},{""sentence"":""あそこで待ちましょう。(あそこでまちましょう。)"",""translation"":""Ana u yerda kutaylik.""}]","[]"
"どこ","どこ","qayer, qayerda","olmosh","N5","Top 500","①","","","","","トイレはどこですか。(といれはどこですか。)","Hojatxona qayerda?","どちら","","So'roq shakli. Muloyimroq so'rash uchun 「どちら」 ishlatiladi: 「お国はどちらですか」 — ""Qayerdansiz?"".","[]","[{""sentence"":""事務所はどこですか。(じむしょはどこですか。)"",""translation"":""Ofis qayerda?""},{""sentence"":""どこで買いましたか。(どこでかいましたか。)"",""translation"":""Qayerdan sotib oldingiz?""}]","[{""word"":""どこか"",""hiragana"":""どこか"",""meaning"":""qayerdadir""},{""word"":""どこも"",""hiragana"":""どこも"",""meaning"":""hech qayerda (inkor bilan)""}]"
"こちら","こちら","bu yer, bu tomon (「ここ」ning hurmat shakli)","olmosh","N5","Top 1000","⓪","","","","","こちらは事務所です。(こちらはじむしょです。)","Bu yer — idora.","ここ","あちら","Uch vazifasi bor: hurmat bilan joyni ko'rsatish, yo'nalishni ko'rsatish va odamni tanishtirish — 1-darsdagi 「こちらは～さんです」 aynan shu.","[]","[{""sentence"":""こちらへどうぞ。(こちらへどうぞ。)"",""translation"":""Marhamat, bu yoqqa.""},{""sentence"":""エレベーターはこちらです。(えれべーたーはこちらです。)"",""translation"":""Lift bu tomonda.""}]","[{""word"":""こちらこそ"",""hiragana"":""こちらこそ"",""meaning"":""aksincha, men ham""}]"
"そちら","そちら","u yer, o'sha tomon (「そこ」ning hurmat shakli)","olmosh","N5","Top 2000","⓪","","","","","そちらは会議室です。(そちらはかいぎしつです。)","U yer — majlislar zali.","そこ","こちら","Telefon va xat-xabarda suhbatdoshning joyi yoki tashkilotini bildiradi: 「そちらの会社」 — ""sizning firmangiz"".","[]","[{""sentence"":""そちらの天気はどうですか。(そちらのてんきはどうですか。)"",""translation"":""U yoqda ob-havo qanday?""},{""sentence"":""そちらへ伺います。(そちらへうかがいます。)"",""translation"":""Sizning oldingizga boraman.""}]","[]"
"あちら","あちら","ana u yer, ana u tomon (「あそこ」ning hurmat shakli)","olmosh","N5","Top 2000","⓪","","","","","お手洗いはあちらです。(おてあらいはあちらです。)","Hojatxona ana u tomonda.","あそこ","こちら","Do'kon va mehmonxonalarda mijozga yo'l ko'rsatganda deyarli doim 「あちら」 ishlatiladi — 「あそこ」 biroz qo'pol eshitiladi.","[]","[{""sentence"":""受付はあちらです。(うけつけはあちらです。)"",""translation"":""Qabulxona ana u tomonda.""},{""sentence"":""あちらでお待ちください。(あちらでおまちください。)"",""translation"":""Ana u yerda kutib turing.""}]","[]"
"どちら","どちら","qayer, qaysi tomon (「どこ」ning hurmat shakli)","olmosh","N5","Top 2000","①","","","","","お国はどちらですか。(おくにはどちらですか。)","Qayer(lik)dansiz?","どこ","","Ikki vazifasi bor: 「どこ」ning muloyim shakli, va ikkitadan birini tanlashda ""qaysi biri"" degani. Ikkinchi ma'nosi keyingi darslarda batafsil o'rganiladi.","[]","[{""sentence"":""会社はどちらですか。(かいしゃはどちらですか。)"",""translation"":""Firmangiz qayerda?""},{""sentence"":""コーヒーと紅茶とどちらがいいですか。(こーひーとこうちゃとどちらがいいですか。)"",""translation"":""Qahva bilan choydan qaysi biri ma'qul?""}]","[{""word"":""どちらさま"",""hiragana"":""どちらさま"",""meaning"":""kim bo'ladilar (juda hurmatli)""}]"
"教室","きょうしつ","sinf, auditoriya, o'quv xonasi","ot","N5","Top 2000","⓪","","","","","教室は二階です。(きょうしつはにかいです。)","Sinf ikkinchi qavatda.","","","「教（o'rgatmoq）」＋「室（xona）」. Kurs va to'garak ma'nosida ham keladi: 「料理教室」 — oshpazlik kursi.","[{""kanji"":""教"",""meaning"":""o'rgatmoq"",""kunReading"":""oshi"",""onReading"":""kyou"",""strokes"":11},{""kanji"":""室"",""meaning"":""xona"",""kunReading"":""muro"",""onReading"":""shitsu"",""strokes"":9}]","[{""sentence"":""教室で日本語を勉強します。(きょうしつでにほんごをべんきょうします。)"",""translation"":""Sinfda yapon tilini o'rganamiz.""},{""sentence"":""この教室は広いです。(このきょうしつはひろいです。)"",""translation"":""Bu auditoriya keng.""}]","[{""word"":""料理教室"",""hiragana"":""りょうりきょうしつ"",""meaning"":""oshpazlik kursi""},{""word"":""研究室"",""hiragana"":""けんきゅうしつ"",""meaning"":""ilmiy xona, laboratoriya""}]"
"食堂","しょくどう","oshxona, yemakxona","ot","N5","Top 2000","⓪","","","","","食堂は地下一階です。(しょくどうはちかいっかいです。)","Oshxona yer ostidagi birinchi qavatda.","レストラン, カフェテリア","台所","「食堂」 — ovqat yeyiladigan umumiy zal (maktab, firma) yoki oddiy arzon taomxona. Uydagi ovqat pishiriladigan joy esa 「台所（だいどころ）」.","[{""kanji"":""食"",""meaning"":""yemoq, ovqat"",""kunReading"":""ta, ku"",""onReading"":""shoku"",""strokes"":9},{""kanji"":""堂"",""meaning"":""zal, katta xona"",""kunReading"":""-"",""onReading"":""dou"",""strokes"":11}]","[{""sentence"":""食堂で昼ごはんを食べます。(しょくどうでひるごはんをたべます。)"",""translation"":""Oshxonada tushlik qilaman.""},{""sentence"":""会社の食堂は安いです。(かいしゃのしょくどうはやすいです。)"",""translation"":""Firmaning oshxonasi arzon.""}]","[{""word"":""学生食堂"",""hiragana"":""がくせいしょくどう"",""meaning"":""talabalar oshxonasi""}]"
